선수,포지션,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,팀,pid,연도
조성훈,투수,0.02,2,2,0,0,0,0,0,1,0,0,7.0,5,5,5.0,34,10,1,0,0,4,2,0,4,0,0,0,6.43,6.43,6.43,6.12,5.08,2.0,SSG 랜더스,13125,2023
한두솔,투수,-0.01,1,0,1,1,0,0,0,0,0,0,1.0,1,1,1.0,6,1,0,1,0,1,1,0,2,0,0,0,9.0,9.0,9.0,8.57,5.05,2.0,SSG 랜더스,13228,2023
김주한,투수,-0.02,1,0,1,0,0,0,0,0,0,0,0.0,3,3,3.0,3,2,0,0,1,1,0,0,0,0,0,0,99.99,99.99,85.64,81.82,15003.8,99.99,SSG 랜더스,12531,2023
이기순,투수,-0.03,2,0,2,1,0,0,0,0,0,0,3.0,3,3,3.0,16,3,0,0,1,4,0,0,3,0,0,0,9.0,9.0,9.0,8.57,9.45,2.33,SSG 랜더스,15028,2023
신헌민,투수,-0.06,11,0,11,11,0,0,0,0,0,0,12.0,8,10,10.35,62,19,6,0,1,6,0,1,8,3,0,0,6.0,7.5,7.76,7.28,4.47,2.08,SSG 랜더스,15024,2023
서상준,투수,-0.06,2,0,2,1,0,0,0,0,0,0,2.0,0,3,3.0,13,1,0,0,0,5,0,0,3,1,0,1,0.0,13.5,13.5,12.38,7.85,3.0,SSG 랜더스,14152,2023
송영진,투수,-0.08,17,9,8,1,0,0,3,3,0,0,47.1,30,35,34.65,220,46,9,1,3,31,2,0,38,5,2,8,5.7,6.65,6.59,6.5,4.76,1.63,SSG 랜더스,15462,2023
이로운,투수,-0.08,50,0,50,14,0,0,6,1,0,5,57.2,36,39,41.05,268,67,13,1,7,29,1,2,52,4,0,3,5.62,6.09,6.41,6.16,4.65,1.66,SSG 랜더스,15461,2023
김주온,투수,-0.11,1,0,1,0,0,0,0,0,0,0,0.1,3,3,2.15,5,2,0,0,0,1,1,0,1,0,0,1,81.0,81.0,58.05,63.4,14.95,9.0,SSG 랜더스,13057,2023
임준섭,투수,-0.21,41,0,41,11,0,0,0,2,0,4,32.2,21,25,24.15,155,44,6,0,1,19,1,1,26,1,0,2,5.79,6.89,6.65,6.58,4.12,1.93,SSG 랜더스,10795,2023
정성곤,투수,-0.36,6,0,6,3,0,0,0,0,0,0,4.1,5,9,9.85,29,8,3,0,2,7,0,0,3,1,0,0,10.38,18.69,20.46,19.23,12.62,3.46,SSG 랜더스,11321,2023
페디,투수,8.47,30,30,0,0,0,0,20,6,0,0,180.1,40,46,44.95,708,137,16,0,9,35,4,0,209,13,0,5,2.0,2.3,2.24,2.25,2.22,0.95,NC 다이노스,15535,2023
류진욱,투수,2.72,70,0,70,9,0,0,1,4,0,22,67.0,16,19,18.95,268,41,2,2,1,32,1,1,62,5,0,5,2.15,2.55,2.55,2.5,3.24,1.09,NC 다이노스,11355,2023
신민혁,투수,2.29,29,24,5,2,0,0,5,5,0,0,122.0,54,63,63.0,519,122,27,2,14,25,6,0,97,11,0,3,3.98,4.65,4.65,4.6,4.01,1.2,NC 다이노스,13085,2023
태너,투수,2.05,11,11,0,0,0,0,5,2,0,0,64.2,21,26,24.65,265,58,8,0,6,13,1,0,47,3,0,0,2.92,3.62,3.43,3.45,3.81,1.1,NC 다이노스,15653,2023
구창모,투수,1.87,11,9,2,0,0,0,1,3,0,0,51.2,17,19,17.8,205,38,3,0,4,16,0,0,56,5,0,0,2.96,3.31,3.1,3.06,3.02,1.05,NC 다이노스,11353,2023
김영규,투수,1.42,63,0,63,5,0,0,2,4,0,24,61.2,21,22,26.3,247,45,6,5,2,23,1,1,48,0,2,5,3.06,3.21,3.84,3.93,3.5,1.1,NC 다이노스,13088,2023
이재학,투수,1.26,15,13,2,0,0,0,5,5,0,0,67.1,34,36,34.3,293,55,5,2,6,33,5,0,43,4,0,7,4.54,4.81,4.58,4.6,5.06,1.31,NC 다이노스,10220,2023
이용찬,투수,1.22,60,0,60,50,0,0,4,4,29,0,61.0,28,28,28.85,254,53,6,1,5,19,3,1,51,2,0,4,4.13,4.13,4.26,4.25,3.8,1.18,NC 다이노스,10217,2023
송명기,투수,1.1,35,17,18,4,0,0,4,9,0,0,104.1,56,64,61.6,474,106,15,2,12,47,11,0,65,8,0,6,4.83,5.52,5.31,5.33,5.38,1.47,NC 다이노스,14155,2023
최성영,투수,1.08,18,13,5,0,0,0,5,4,0,0,66.2,36,37,35.3,303,77,15,2,6,32,5,0,38,2,0,1,4.86,5.0,4.77,4.76,5.22,1.64,NC 다이노스,12565,2023
와이드너,투수,0.92,11,11,0,0,0,0,4,2,0,0,61.2,31,35,34.3,259,51,13,0,4,23,3,1,57,3,0,1,4.52,5.11,5.01,4.95,3.62,1.2,NC 다이노스,15536,2023
이용준,투수,0.71,24,12,12,3,0,0,3,4,0,0,67.0,32,39,39.65,304,60,11,0,5,44,2,0,50,7,0,1,4.3,5.24,5.33,5.3,5.0,1.55,NC 다이노스,14763,2023
김진호,투수,0.53,19,0,19,1,0,0,2,1,0,9,16.1,5,5,6.0,73,15,2,0,0,10,1,0,22,0,0,3,2.76,2.76,3.31,3.24,2.57,1.53,NC 다이노스,12897,2023
임정호,투수,0.44,65,0,65,7,0,0,4,4,0,15,50.0,26,30,27.6,216,51,9,1,3,17,4,0,49,6,1,4,4.68,5.4,4.97,5.05,3.42,1.36,NC 다이노스,11168,2023
하준영,투수,0.44,57,0,57,13,0,0,1,0,0,2,49.0,25,25,27.5,215,52,6,1,4,19,2,1,49,1,0,0,4.59,4.59,5.05,5.11,3.65,1.45,NC 다이노스,13115,2023
조민석,투수,0.35,35,0,35,8,0,0,1,0,0,4,31.0,14,15,17.05,137,33,9,0,2,14,3,0,28,2,0,1,4.06,4.35,4.95,4.89,4.06,1.52,NC 다이노스,15119,2023
김시훈,투수,0.15,61,0,61,13,0,0,4,3,3,12,52.2,26,32,31.85,245,57,10,1,3,34,1,0,49,3,0,3,4.44,5.47,5.44,5.49,4.26,1.73,NC 다이노스,13080,2023
김태현,투수,0.1,16,0,16,9,0,0,1,0,0,0,20.1,10,13,13.0,90,17,1,1,4,13,1,0,14,2,0,0,4.43,5.75,5.75,5.98,6.6,1.48,NC 다이노스,12898,2023
전사민,투수,0.1,9,0,9,4,0,0,0,2,1,0,17.0,9,10,10.15,81,17,1,0,1,14,2,1,6,0,0,1,4.76,5.29,5.37,5.39,6.58,1.82,NC 다이노스,14156,2023
심창민,투수,0.08,5,0,5,1,0,0,0,1,0,0,3.1,1,2,1.3,18,2,0,0,0,5,1,0,5,0,0,0,2.7,5.4,3.51,3.36,5.68,2.1,NC 다이노스,10720,2023
하준수,투수,0.04,1,0,1,1,0,0,0,0,0,0,1.0,0,0,0.0,5,0,0,0,0,2,0,0,1,0,0,0,0.0,0.0,0.0,0.0,7.55,2.0,NC 다이노스,14654,2023
이준호,투수,0.03,17,2,15,5,0,0,3,2,0,0,31.2,17,22,20.8,144,32,4,1,3,15,4,0,19,2,0,2,4.83,6.25,5.91,6.07,5.34,1.48,NC 다이노스,15455,2023
이우석,투수,0.03,1,0,1,0,0,0,0,0,0,0,0.2,0,0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8.5,1.5,NC 다이노스,11360,2023
한재승,투수,0.0,11,0,11,5,0,0,0,1,0,0,9.2,5,5,6.55,44,9,1,0,2,5,0,0,10,2,0,1,4.66,4.66,6.1,6.14,5.33,1.45,NC 다이노스,14764,2023
임지민,투수,-0.04,2,0,2,0,0,0,0,0,0,0,1.1,2,2,2.0,10,2,0,0,0,4,0,0,3,0,0,2,13.5,13.5,13.5,12.54,7.52,4.5,NC 다이노스,15115,2023
채지선,투수,-0.05,2,0,2,0,0,0,0,0,0,0,2.2,3,3,3.0,16,4,1,1,0,4,0,0,2,0,0,1,10.13,10.13,10.13,10.07,6.62,3.0,NC 다이노스,11387,2023
정구범,투수,-0.09,4,2,2,0,0,0,0,1,0,0,12.2,11,11,11.0,64,16,3,0,3,12,0,0,6,0,0,0,7.82,7.82,7.82,7.77,8.42,2.21,NC 다이노스,14595,2023
배민서,투수,-0.27,6,0,6,4,0,0,0,0,0,0,6.2,5,8,9.55,34,10,5,2,0,2,1,0,4,1,0,2,6.75,10.8,12.89,12.52,3.74,1.8,NC 다이노스,14158,2023
알칸타라,투수,6.08,31,31,0,0,0,0,13,9,0,0,192.0,57,67,67.0,777,171,33,0,16,35,5,1,162,11,0,3,2.67,3.14,3.14,3.34,3.38,1.07,두산 베어스,13941,2023
곽빈,투수,4.42,23,23,0,0,0,0,12,7,0,0,127.1,41,44,40.75,526,96,18,1,7,58,5,0,106,3,1,4,2.9,3.11,2.88,3.1,3.96,1.21,두산 베어스,13061,2023
브랜든,투수,3.72,18,18,0,0,0,0,11,3,0,0,104.2,29,34,33.5,427,80,13,0,4,30,12,0,100,3,0,3,2.49,2.92,2.88,3.03,3.16,1.05,두산 베어스,15153,2023
최승용,투수,2.02,34,20,14,4,0,0,3,6,1,0,111.0,49,54,52.1,479,116,11,1,9,34,4,0,82,7,0,3,3.97,4.38,4.22,4.44,4.03,1.35,두산 베어스,14770,2023
김동주,투수,1.88,18,17,1,1,0,0,3,6,0,0,78.1,36,37,33.25,334,73,14,4,5,35,4,0,59,4,1,4,4.14,4.25,3.82,3.94,4.27,1.38,두산 베어스,14769,2023
최원준,투수,1.41,26,20,6,1,0,0,3,10,0,0,107.2,59,60,58.5,465,119,33,1,11,28,12,0,71,2,0,1,4.93,5.02,4.89,4.95,4.57,1.37,두산 베어스,12852,2023
김명신,투수,1.37,70,0,70,5,0,0,3,3,1,24,79.0,32,34,35.65,334,72,18,0,3,27,6,3,65,3,0,3,3.65,3.87,4.06,4.26,3.42,1.25,두산 베어스,12847,2023
홍건희,투수,1.23,64,0,64,40,0,0,1,5,22,5,61.2,21,28,26.3,277,67,10,3,4,24,0,3,62,3,0,8,3.06,4.09,3.84,4.07,3.21,1.48,두산 베어스,10696,2023
박치국,투수,0.73,62,0,62,9,0,0,5,3,2,11,52.2,21,22,25.45,236,54,9,2,3,21,5,1,48,2,0,2,3.59,3.76,4.35,4.51,3.49,1.42,두산 베어스,12850,2023
김강률,투수,0.49,32,0,32,4,0,0,1,0,1,7,25.2,12,14,11.05,115,23,3,0,2,12,2,0,21,2,0,2,4.21,4.91,3.87,4.11,4.42,1.36,두산 베어스,10690,2023
백승우,투수,0.17,6,0,6,2,0,0,0,0,0,0,4.0,0,0,0.5,18,3,0,0,0,3,1,0,1,0,0,0,0.0,0.0,1.13,1.23,6.32,1.5,두산 베어스,15514,2023
정철원,투수,0.16,67,0,67,24,0,0,7,6,13,11,72.2,32,36,40.6,315,66,6,0,8,32,2,2,55,6,1,6,3.96,4.46,5.03,5.25,4.63,1.35,두산 베어스,13071,2023
박정수,투수,0.16,25,0,25,11,0,0,1,0,1,0,36.2,17,22,22.7,165,37,12,0,1,18,6,1,28,1,0,2,4.17,5.4,5.57,5.67,4.21,1.5,두산 베어스,11300,2023
장원준,투수,0.14,11,10,1,0,0,0,3,5,0,0,41.0,24,27,26.0,183,53,8,2,4,11,2,0,24,2,0,2,5.27,5.93,5.71,6.04,4.53,1.56,두산 베어스,10299,2023
최지강,투수,0.13,25,0,25,4,0,0,2,1,0,2,22.0,13,13,12.5,102,16,4,0,0,20,1,0,14,2,0,0,5.32,5.32,5.11,5.34,5.22,1.64,두산 베어스,15127,2023
김민규,투수,0.08,6,1,5,1,0,0,0,0,0,0,8.1,4,5,4.3,37,6,2,1,0,4,2,0,5,0,0,2,4.32,5.4,4.64,4.93,4.58,1.2,두산 베어스,13072,2023
박신지,투수,0.02,15,1,14,7,0,0,0,0,0,0,26.0,16,16,16.7,129,39,13,0,1,11,3,0,15,0,0,2,5.54,5.54,5.78,5.99,4.53,1.92,두산 베어스,13070,2023
딜런,투수,-0.03,2,2,0,0,0,0,0,1,0,0,9.0,8,9,6.95,45,10,1,0,2,5,0,0,2,3,0,1,8.0,9.0,6.95,7.08,7.66,1.67,두산 베어스,15538,2023
김호준,투수,-0.11,3,0,3,3,0,0,0,0,0,0,3.0,4,4,4.0,16,3,0,0,1,4,0,0,2,0,0,1,12.0,12.0,12.0,13.11,10.28,2.33,두산 베어스,13268,2023
제환유,투수,-0.11,1,0,1,0,0,0,0,0,0,0,2.0,3,4,3.65,14,3,0,0,0,4,0,0,2,1,0,1,13.5,18.0,16.43,15.26,7.55,3.5,두산 베어스,14573,2023
이승진,투수,-0.11,1,0,1,0,0,0,0,0,0,0,0.2,0,4,2.45,6,1,0,0,0,1,1,0,1,1,0,0,0.0,54.0,33.08,36.12,9.4,3.0,두산 베어스,12678,2023
이병헌,투수,-0.12,36,0,36,4,0,0,0,0,0,5,27.0,14,16,17.9,126,25,7,0,2,22,1,0,28,1,0,3,4.67,5.33,5.97,6.29,4.78,1.74,두산 베어스,15099,2023
고봉재,투수,-0.13,10,0,10,5,0,0,0,0,0,0,11.1,8,8,9.55,53,12,2,1,0,7,1,0,7,1,0,0,6.35,6.35,7.58,7.96,4.49,1.68,두산 베어스,12605,2023
이원재,투수,-0.13,1,1,0,0,0,0,0,0,0,0,1.0,3,3,2.65,9,3,1,0,0,3,0,0,0,0,0,0,27.0,27.0,23.85,24.88,13.15,6.0,두산 베어스,15101,2023
김정우,투수,-0.21,7,0,7,5,0,0,0,0,0,0,6.2,7,7,8.05,38,11,2,0,1,7,0,0,6,0,0,0,9.45,9.45,10.87,11.74,6.64,2.7,두산 베어스,13124,2023
이영하,투수,-0.29,36,0,36,5,0,0,5,3,0,4,39.1,24,27,25.95,184,40,9,1,2,21,4,1,28,4,0,2,5.49,6.18,5.94,6.22,4.57,1.55,두산 베어스,12568,2023
김유성,투수,-0.33,7,0,7,5,0,0,0,0,0,0,6.1,7,7,8.2,38,6,0,0,2,12,0,0,6,1,0,3,9.95,9.95,11.65,12.48,11.11,2.84,두산 베어스,15509,2023
이형범,투수,-1.02,23,0,23,4,0,0,1,0,0,1,27.2,20,23,28.8,134,40,10,0,2,12,3,0,13,2,0,2,6.51,7.48,9.37,9.96,4.79,1.88,두산 베어스,11159,2023
안우진,투수,6.61,24,24,0,0,0,0,9,7,0,0,150.2,40,44,41.25,608,121,25,1,5,38,1,1,164,5,0,8,2.39,2.63,2.46,2.5,2.33,1.06,키움 히어로즈,13091,2023
후라도,투수,6.61,30,30,0,0,0,0,11,8,0,0,183.2,54,64,62.95,763,164,19,0,7,41,9,0,147,15,0,5,2.65,3.14,3.08,3.13,3.15,1.12,키움 히어로즈,15531,2023
최원태,투수,3.45,17,17,0,0,0,0,6,4,0,0,102.1,37,38,38.0,422,90,11,0,7,29,5,0,78,4,0,5,3.25,3.34,3.34,3.31,3.79,1.16,키움 히어로즈,11379,2023
김재웅,투수,1.34,67,0,67,11,0,0,2,3,6,18,59.2,28,29,26.25,250,56,11,0,2,24,0,1,46,2,0,0,4.22,4.37,3.96,4.03,3.52,1.34,키움 히어로즈,12858,2023
임창민,투수,1.28,51,0,51,33,0,0,2,2,26,1,46.2,13,16,19.5,209,51,6,0,3,17,2,3,40,3,0,0,2.51,3.09,3.76,3.84,3.6,1.46,키움 히어로즈,10452,2023
정찬헌,투수,0.95,14,14,0,1,1,0,2,8,0,0,72.0,38,40,39.5,295,71,12,3,4,13,2,1,35,3,0,0,4.75,5.0,4.94,5.15,3.9,1.17,키움 히어로즈,10533,2023
김성진,투수,0.87,55,0,55,16,0,0,3,3,0,7,47.0,19,19,21.35,208,44,7,0,5,25,1,2,38,1,0,0,3.64,3.64,4.09,4.23,4.74,1.47,키움 히어로즈,14849,2023
요키시,투수,0.83,12,12,0,0,0,0,5,3,0,0,65.2,32,37,37.0,286,82,14,1,3,14,3,1,51,6,0,1,4.39,5.07,5.07,5.22,3.25,1.46,키움 히어로즈,13940,2023
장재영,투수,0.57,23,17,6,0,0,0,1,5,0,0,71.2,44,46,43.25,339,63,15,0,4,66,8,0,67,6,2,8,5.53,5.78,5.43,5.63,5.38,1.8,키움 히어로즈,14784,2023
조영건,투수,0.39,6,0,6,0,0,0,0,0,0,1,7.2,0,0,0.5,27,5,1,0,0,2,0,0,7,0,0,0,0.0,0.0,0.59,0.54,2.38,0.91,키움 히어로즈,14132,2023
이명종,투수,0.15,45,2,43,7,0,0,5,5,0,1,57.0,33,34,35.55,260,66,13,0,5,24,6,0,26,1,0,0,5.21,5.37,5.61,5.67,5.38,1.58,키움 히어로즈,15073,2023
윤정현,투수,0.14,5,0,5,2,0,0,0,0,0,0,6.0,1,2,2.0,26,5,0,0,0,6,0,0,2,0,0,1,1.5,3.0,3.0,2.98,6.12,1.83,키움 히어로즈,14131,2023
이승호,투수,0.1,4,1,3,0,0,0,0,0,0,1,5.0,3,3,3.0,24,5,3,0,1,4,0,0,1,0,0,0,5.4,5.4,5.4,5.14,8.21,1.8,키움 히어로즈,12865,2023
김준형,투수,0.05,8,0,8,3,0,0,0,0,0,0,7.2,6,6,5.15,36,4,3,0,0,6,3,0,5,0,0,0,7.04,7.04,6.05,5.82,5.86,1.3,키움 히어로즈,14848,2023
홍성민,투수,-0.03,2,0,2,2,0,0,0,0,0,0,2.0,2,2,2.0,12,5,0,1,1,1,0,0,1,0,0,1,9.0,9.0,9.0,9.83,10.1,3.0,키움 히어로즈,10814,2023
양지율,투수,-0.04,1,0,1,0,0,0,0,0,0,0,0.2,1,1,1.0,6,1,0,0,0,3,0,0,2,0,0,0,13.5,13.5,13.5,14.08,10.3,6.0,키움 히어로즈,12854,2023
박승주,투수,-0.06,18,0,18,6,0,0,0,3,0,0,18.0,7,11,12.2,91,19,3,2,2,13,2,0,15,3,0,5,3.5,5.5,6.1,6.31,5.67,1.78,키움 히어로즈,12989,2023
문성현,투수,-0.06,32,0,32,7,0,0,2,2,0,2,28.1,14,16,18.25,134,26,3,0,2,20,2,2,21,2,0,2,4.45,5.08,5.8,5.93,5.02,1.62,키움 히어로즈,10437,2023
오상원,투수,-0.07,11,1,10,7,0,0,0,0,0,0,15.0,11,11,11.5,74,18,5,1,0,9,3,0,7,1,0,0,6.6,6.6,6.9,7.15,5.16,1.8,키움 히어로즈,15474,2023
김태훈,투수,-0.1,8,0,8,2,0,0,1,0,0,3,7.2,5,6,5.65,38,9,1,1,1,6,0,1,4,1,0,0,5.87,7.04,6.63,6.75,6.12,1.96,키움 히어로즈,10871,2023
김건희,투수,-0.14,3,0,3,2,0,0,0,0,0,0,2.0,5,5,3.95,14,6,0,0,2,2,0,0,0,0,0,0,22.5,22.5,17.78,18.97,18.85,4.0,키움 히어로즈,15472,2023
맥키니,투수,-0.16,12,12,0,0,0,0,1,9,0,0,59.1,43,46,44.8,268,61,14,1,10,36,1,0,39,2,1,3,6.52,6.98,6.8,7.0,6.14,1.63,키움 히어로즈,15646,2023
주승우,투수,-0.21,11,2,9,1,0,0,0,1,0,0,16.0,17,18,14.75,90,20,7,0,1,21,2,0,8,0,0,3,9.56,10.13,8.3,8.61,7.8,2.56,키움 히어로즈,15067,2023
원종현,투수,-0.24,20,0,20,1,0,0,1,1,0,6,18.2,12,16,13.75,87,24,8,1,3,5,1,1,17,2,0,2,5.79,7.71,6.63,6.71,4.32,1.55,키움 히어로즈,11161,2023
윤석원,투수,-0.25,21,0,21,3,0,0,2,0,0,2,24.0,12,17,19.25,110,29,5,0,2,8,0,1,8,3,0,1,4.5,6.38,7.22,7.5,4.91,1.54,키움 히어로즈,15071,2023
이영준,투수,-0.29,2,0,2,0,0,0,0,1,0,0,1.2,4,4,3.5,10,4,0,0,0,1,0,0,0,0,0,1,21.6,21.6,18.9,19.71,5.71,3.0,키움 히어로즈,12997,2023
이종민,투수,-0.29,11,2,9,4,0,0,0,1,0,0,13.2,11,13,13.7,72,22,7,0,0,6,1,0,10,3,0,0,7.24,8.56,9.02,9.63,3.61,2.05,키움 히어로즈,14576,2023
김동규,투수,-0.47,3,1,2,0,0,0,0,1,0,0,4.0,10,10,10.0,25,6,0,0,1,9,1,0,1,0,0,4,22.5,22.5,22.5,24.02,13.95,3.75,키움 히어로즈,15485,2023
김동혁,투수,-0.51,35,2,33,11,0,0,1,7,0,6,39.1,32,34,32.3,192,51,9,3,1,18,6,0,24,3,2,0,7.32,7.78,7.39,7.64,4.52,1.75,키움 히어로즈,14674,2023
변시원,투수,-0.6,4,0,4,0,0,0,0,0,0,0,2.1,11,11,8.25,19,6,2,0,1,4,2,0,2,0,0,0,42.43,42.43,31.82,32.41,14.78,4.29,키움 히어로즈,10882,2023
하영민,투수,-0.7,57,0,57,7,0,0,3,1,0,5,52.1,27,36,38.4,247,67,8,4,4,25,1,3,51,6,0,6,4.64,6.19,6.6,6.81,3.86,1.76,키움 히어로즈,11222,2023
양현,투수,-0.74,54,0,54,12,0,0,0,5,0,8,57.0,32,38,43.65,262,83,9,2,5,21,0,1,16,6,1,0,5.05,6.0,6.89,7.07,5.28,1.82,키움 히어로즈,10730,2023
김선기,투수,-0.8,17,7,10,6,0,0,1,3,1,0,43.2,29,37,37.85,200,56,16,2,2,15,1,0,29,4,1,0,5.98,7.63,7.8,7.94,3.87,1.63,키움 히어로즈,13092,2023
류현진,투수,4.44,28,28,0,0,0,0,10,8,0,0,158.1,68,78,76.95,679,182,22,1,12,33,3,0,135,10,0,1,3.87,4.43,4.37,4.41,3.67,1.36,한화 이글스,10590,2024
주현상,투수,3.13,65,0,65,51,0,0,8,4,23,2,71.1,21,22,24.75,267,52,8,2,9,8,1,0,64,0,0,1,2.65,2.78,3.12,3.09,3.85,0.84,한화 이글스,11415,2024
와이스,투수,2.92,16,16,0,0,0,0,5,5,0,0,91.2,38,43,41.95,384,77,13,5,8,29,3,0,98,7,0,6,3.73,4.22,4.12,4.06,3.65,1.16,한화 이글스,16153,2024
문동주,투수,1.77,21,21,0,0,0,0,7,7,0,0,111.1,64,71,69.6,502,148,25,3,14,38,4,1,96,4,1,8,5.17,5.74,5.63,5.61,4.71,1.67,한화 이글스,15013,2024
바리아,투수,1.69,20,19,1,0,0,0,6,7,0,0,92.2,53,58,56.6,405,114,20,1,10,18,0,0,83,7,0,6,5.15,5.63,5.5,5.39,3.85,1.42,한화 이글스,16150,2024
산체스,투수,1.48,11,11,0,0,0,0,2,3,0,0,53.1,25,28,25.8,245,60,9,1,2,21,10,1,56,4,1,2,4.22,4.73,4.35,4.43,3.82,1.52,한화 이글스,15643,2024
황준서,투수,1.24,36,11,25,6,0,0,2,8,0,1,72.0,43,44,44.05,341,80,16,0,9,51,5,0,70,1,1,3,5.38,5.5,5.51,5.42,5.67,1.82,한화 이글스,16107,2024
박상원,투수,1.11,65,0,65,9,0,0,3,3,2,16,66.2,34,38,38.25,278,57,18,0,2,22,7,0,65,3,0,8,4.59,5.13,5.16,5.12,3.47,1.19,한화 이글스,12871,2024
이민우,투수,0.99,64,0,64,7,0,0,2,1,1,10,55.0,23,25,31.35,235,56,10,2,5,23,1,0,49,2,0,1,3.76,4.09,5.13,4.97,4.41,1.44,한화 이글스,13003,2024
한승혁,투수,0.94,70,0,70,4,0,0,5,5,0,19,62.2,35,39,37.1,289,63,7,1,2,38,6,2,64,2,0,6,5.03,5.6,5.33,5.27,4.2,1.61,한화 이글스,10812,2024
장민재,투수,0.74,26,0,26,9,0,0,1,1,0,0,29.0,10,10,12.75,138,46,7,0,2,7,1,0,17,0,0,5,3.1,3.1,3.96,3.88,4.41,1.83,한화 이글스,10610,2024
김서현,투수,0.71,37,0,37,5,0,0,1,2,0,10,38.1,16,20,20.15,178,31,6,2,0,32,4,0,43,2,0,3,3.76,4.7,4.73,4.93,4.31,1.64,한화 이글스,15421,2024
김민우,투수,0.62,3,3,0,0,0,0,1,0,0,0,12.1,3,3,3.0,49,7,0,0,2,6,0,0,13,1,0,0,2.19,2.19,2.19,2.44,5.0,1.05,한화 이글스,11410,2024
이상규,투수,0.48,21,3,18,4,0,0,1,4,0,0,32.0,20,20,18.95,149,39,7,1,5,15,1,1,27,0,0,1,5.63,5.63,5.33,5.29,5.4,1.69,한화 이글스,13245,2024
김기중,투수,0.33,27,11,16,4,0,0,5,4,0,0,59.0,43,44,42.6,286,83,12,1,8,27,6,0,39,2,0,2,6.56,6.71,6.5,6.56,5.89,1.86,한화 이글스,14808,2024
장시환,투수,0.28,30,0,30,2,0,0,2,2,0,2,33.1,19,27,22.05,156,34,6,1,3,22,1,0,28,5,0,0,5.13,7.29,5.95,5.96,5.31,1.68,한화 이글스,10453,2024
페냐,투수,0.26,9,9,0,0,0,0,3,5,0,0,37.1,26,28,27.3,171,41,6,0,6,20,0,0,29,1,0,1,6.27,6.75,6.58,6.62,5.83,1.63,한화 이글스,15146,2024
김승일,투수,0.12,3,0,3,1,0,0,0,0,0,0,3.0,1,1,0.3,13,4,1,0,0,0,1,0,2,0,0,1,3.0,3.0,0.9,0.9,3.57,1.33,한화 이글스,14711,2024
남지민,투수,0.12,2,0,2,1,0,0,0,0,0,0,4.0,0,0,1.2,17,2,1,0,0,2,1,0,3,0,0,1,0.0,0.0,2.7,2.7,4.65,1.0,한화 이글스,14619,2024
김범수,투수,0.08,39,0,39,6,0,0,0,0,0,4,34.0,20,20,25.1,157,33,2,0,11,20,5,1,38,2,0,3,5.29,5.29,6.64,6.53,7.44,1.56,한화 이글스,11411,2024
김규연,투수,0.01,58,1,57,12,0,0,1,0,0,4,59.0,46,50,46.95,270,66,10,1,6,28,4,1,40,3,0,3,7.02,7.63,7.16,7.05,5.4,1.59,한화 이글스,14871,2024
조동욱,투수,0.0,21,8,13,6,0,0,1,2,0,0,41.0,29,34,35.9,198,57,10,0,5,14,6,0,32,3,1,1,6.37,7.46,7.88,7.68,5.21,1.73,한화 이글스,16108,2024
배민서,투수,-0.08,1,0,1,0,0,0,0,0,0,0,1.2,3,3,3.0,11,4,1,0,0,3,0,0,1,0,0,0,16.2,16.2,16.2,16.17,8.28,4.2,한화 이글스,14158,2024
김도빈,투수,-0.11,1,1,0,0,0,0,0,1,0,0,0.1,2,2,2.0,5,1,0,0,0,3,0,0,1,0,0,0,54.0,54.0,54.0,54.0,24.6,12.0,한화 이글스,16118,2024
이충호,투수,-0.12,3,0,3,0,0,0,0,0,0,0,2.1,1,1,3.05,13,4,1,0,0,3,0,0,3,0,0,0,3.86,3.86,11.76,11.02,4.97,3.0,한화 이글스,11116,2024
장지수,투수,-0.14,13,0,13,7,0,0,0,0,0,0,14.0,17,18,14.75,75,23,5,2,0,10,2,2,11,1,0,2,10.93,11.57,9.48,9.15,4.45,2.36,한화 이글스,14178,2024
윤대경,투수,-0.26,7,0,7,1,0,0,0,0,0,0,7.2,9,9,10.2,40,10,3,0,1,6,1,1,7,0,0,0,10.57,10.57,11.97,11.77,6.3,2.09,한화 이글스,11110,2024
이태양,투수,-0.5,10,1,9,3,0,0,0,2,0,0,9.1,12,13,14.2,48,17,3,0,4,2,0,0,2,1,0,0,11.57,12.54,13.69,13.89,9.43,2.04,한화 이글스,10609,2024
한승주,투수,-0.95,18,0,18,6,0,0,0,2,0,0,22.0,28,31,30.15,120,45,6,1,2,10,3,0,14,2,0,1,11.45,12.68,12.33,12.5,5.52,2.5,한화 이글스,14621,2024
정우람,투수,,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,4.2,99.99,한화 이글스,10156,2024
임찬규,투수,4.46,25,24,1,0,0,0,10,6,0,1,134.0,57,58,56.1,577,144,29,1,12,42,5,1,136,0,0,1,3.83,3.9,3.77,3.94,3.79,1.39,LG 트윈스,10652,2024
